specifications;price;address;date;parsing_dt;m2;rooms;floor;from_floors;price_m2;streets
3-к квартира, 90.2 м², 27/27 эт.;6560000;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:56:48.523940;90.2;3; 27;27 эт.;72727;Быстрецкая улица
2-к квартира, 63.4 м², 23/27 эт.;4900000;ул. Московская/Михайловское ш., жилые дома;2 недели назад;2020-11-30 09:56:48.523940;63.4;2; 23;27 эт.;77287;Московская улица
3-к квартира, 88 м², 14/26 эт.;1700000;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:48.523940;88.0;3; 14;26 эт.;19318;Касимовское шоссе
3-к квартира, 105.9 м², 4/4 эт.;2820000;с. Дядьково, 2-й Бульварный пр., 1;3 недели назад;2020-11-30 09:56:48.523940;105.9;3; 4;4 эт.;26628;село Дядьково
3-к квартира, 86 м², 18/26 эт.;3898000;ул. Кальная, д. 79;1 ноября 13:05;2020-11-30 09:56:48.523940;86.0;3; 18;26 эт.;45325;Кальная улица
1-к квартира, 38.2 м², 19/25 эт.;3220733;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:56:48.523940;38.2;1; 19;25 эт.;84312;Быстрецкая улица
2-к квартира, 78.8 м², 14/27 эт.;4510000;ул. Горького, д. 35;1 неделю назад;2020-11-30 09:56:48.523940;78.8;2; 14;27 эт.;57233;Улица Горького
1-к квартира, 34 м², 4/27 эт.;3360000;ш. Московское, стр. 3;2 ноября 09:51;2020-11-30 09:56:48.523940;34.0;1; 4;27 эт.;98823;Московское шоссе
2-к квартира, 73.6 м², 16/17 эт.;4193000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:56:48.523940;73.6;2; 16;17 эт.;56970;Кальная улица
2-к квартира, 64.6 м², 10/25 эт.;9320080;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:48.523940;64.6;2; 10;25 эт.;144273;Кальная улица
1-к квартира, 35.1 м², 13/18 эт.;4491247;ул. Интернациональная, д. 19А;2 недели назад;2020-11-30 09:56:48.523940;35.1;1; 13;18 эт.;127955;Интернациональная улица
1-к квартира, 42 м², 1/20 эт.;2052400;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:48.523940;42.0;1; 1;20 эт.;48866;Касимовское шоссе
1-к квартира, 43.9 м², 17/20 эт.;3940000;с. Дядьково, 2-й Бульварный пр-д, д. 1;1 неделю назад;2020-11-30 09:56:48.523940;43.9;1; 17;20 эт.;89749;село Дядьково
3-к квартира, 87 м², 10/14 эт.;2050000;ул. Олимпийский городок, д. 4;1 неделю назад;2020-11-30 09:56:48.523940;87.0;3; 10;14 эт.;23563;микрорайон Олимпийский городок
2-к квартира, 79.1 м², 8/17 эт.;4150000;ул. Семчинская, д. 3, корп. 2;2 недели назад;2020-11-30 09:56:48.523940;79.1;2; 8;17 эт.;52465;Семчинская улица
3-к квартира, 71 м², 14/26 эт.;3500000;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:56:48.523940;71.0;3; 14;26 эт.;49295;Московское шоссе
1-к квартира, 46.2 м², 4/15 эт.;1611000;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:56:48.523940;46.2;1; 4;15 эт.;34870;село Дядьково
2-к квартира, 45 м², 9/26 эт.;1978000;Касимовское ш., жилой дом;1 ноября 10:51;2020-11-30 09:56:48.523940;45.0;2; 9;26 эт.;43955;Касимовское шоссе
1-к квартира, 30.3 м², 15/26 эт.;1930000;ул. Фирсова, д. 14, 14а, 14б;1 неделю назад;2020-11-30 09:56:48.523940;30.3;1; 15;26 эт.;63696;Улица Фирсова
3-к квартира, 77.7 м², 5/17 эт.;4748820;ул. Бугровка, жилой дом;2 ноября 10:51;2020-11-30 09:56:48.523940;77.7;3; 5;17 эт.;61117;Улица Бугровка
2-к квартира, 74 м², 8/24 эт.;3874000;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:48.523940;74.0;2; 8;24 эт.;52351;село Дядьково
1-к квартира, 41 м², 8/20 эт.;3813520;ш. Московское, стр. 3;31 октября 17:00;2020-11-30 09:56:48.523940;41.0;1; 8;20 эт.;93012;Московское шоссе
2-к квартира, 58.5 м², 7/10 эт.;2999000;ул. Птицеводов, стр. 2;3 недели назад;2020-11-30 09:56:56.572898;58.5;2; 7;10 эт.;51264;Улица Птицеводов
2-к квартира, 66 м², 17/26 эт.;3536653;Касимовское ш., жилой дом;2 недели назад;2020-11-30 09:56:56.572898;66.0;2; 17;26 эт.;53585;Касимовское шоссе
4-к квартира, 150 м², 5/6 эт.;9600000;ул. Садовая, д. 36;1 неделю назад;2020-11-30 09:56:56.572898;150.0;4; 5;6 эт.;64000;Садовая улица
3-к квартира, 77.7 м², 13/18 эт.;3729668;с. Дядьково, 2-й Бульварный пр., 1;3 недели назад;2020-11-30 09:56:56.572898;77.7;3; 13;18 эт.;48000;село Дядьково
1-к квартира, 39 м², 5/28 эт.;2199000;Солотчинское ш., стр. 3;1 ноября 13:14;2020-11-30 09:56:56.572898;39.0;1; 5;28 эт.;56384;Солотчинское шоссе
2-к квартира, 44.6 м², 12/25 эт.;2497381;ш. Московское, стр. 1;2 ноября 09:10;2020-11-30 09:56:56.572898;44.6;2; 12;25 эт.;55995;Московское шоссе
1-к квартира, 36.3 м², 19/20 эт.;1633000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:56:56.572898;36.3;1; 19;20 эт.;44986;Семчинская улица
2-к квартира, 56.5 м², 24/28 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:56.572898;56.5;2; 24;28 эт.;41168;Поселок Солотча
2-к квартира, 66 м², 6/17 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:56.572898;66.0;2; 6;17 эт.;39833;Поселок Солотча
1-к квартира, 36.5 м², 6/32 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:56:56.572898;36.5;1; 6;32 эт.;72356;Поселок Солотча
3-к квартира, 80 м², 2/20 эт.;3738475;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:56:56.572898;80.0;3; 2;20 эт.;46730;Солотчинское шоссе
2-к квартира, 58.8 м², 2/17 эт.;3791000;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:56:56.572898;58.8;2; 2;17 эт.;64472;Улица Зубковой
2-к квартира, 58.5 м², 7/10 эт.;2264000;Солотчинское ш., стр. 3;2 ноября 10:10;2020-11-30 09:56:56.572898;58.5;2; 7;10 эт.;38700;Солотчинское шоссе
2-к квартира, 65 м², 21/27 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:56:56.572898;65.0;2; 21;27 эт.;40411;село Дядьково
1-к квартира, 48.9 м², 2/25 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:56:56.572898;48.9;1; 2;25 эт.;106339;Улица Чапаева
1-к квартира, 45 м², 16/27 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:56:56.572898;45.0;1; 16;27 эт.;92222;Солотчинское шоссе
1-к квартира, 35.9 м², 11/16 эт.;5129800;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:56:56.572898;35.9;1; 11;16 эт.;142891;Улица Чернышевского
1-к квартира, 43.6 м², 15/27 эт.;3143125;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:56.572898;43.6;1; 15;27 эт.;72090;село Дядьково
1-к квартира, 45.1 м², 2/25 эт.;2923000;ул. Птицеводов, стр. 2;2 недели назад;2020-11-30 09:56:56.572898;45.1;1; 2;25 эт.;64811;Улица Птицеводов
2-к квартира, 55.6 м², 10/18 эт.;3018850;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:56.572898;55.6;2; 10;18 эт.;54295;Улица Зубковой
1-к квартира, 40.8 м², 15/19 эт.;2929200;ул. Полевая, д. 73, секц. 1;2 недели назад;2020-11-30 09:56:56.572898;40.8;1; 15;19 эт.;71794;Полевая улица
2-к квартира, 60 м², 12/25 эт.;2058077;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:56.572898;60.0;2; 12;25 эт.;34301;Улица Зубковой
4-к квартира, 144.2 м², 15/17 эт.;1730000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:56:56.572898;144.2;4; 15;17 эт.;11997;Семчинская улица
1-к квартира, 35.3 м², 12/26 эт.;1961100;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:56.572898;35.3;1; 12;26 эт.;55555;Улица Зубковой
2-к квартира, 48 м², 8/10 эт.;2297728;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:56:56.572898;48.0;2; 8;10 эт.;47869;Московское шоссе
3-к квартира, 78 м², 12/18 эт.;2385240;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:56:56.572898;78.0;3; 12;18 эт.;30580;село Дядьково
2-к квартира, 51 м², 5/25 эт.;1961000;ул. Бирюзова, д. 7Б;1 неделю назад;2020-11-30 09:56:56.572898;51.0;2; 5;25 эт.;38450;Улица Бирюзова
1-к квартира, 37 м², 5/8 эт.;3367497;ш. Московское, стр. 1;1 ноября 09:38;2020-11-30 09:56:56.572898;37.0;1; 5;8 эт.;91013;Московское шоссе
1-к квартира, 37.3 м², 2/17 эт.;6950000;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:56:56.572898;37.3;1; 2;17 эт.;186327;Шереметьевская улица
2-к квартира, 70.2 м², 12/12 эт.;2250000;Московское ш., жилые дома;2 недели назад;2020-11-30 09:56:56.572898;70.2;2; 12;12 эт.;32051;Московское шоссе
3-к квартира, 78.9 м², 12/16 эт.;2834000;ул. Островского, д. 122, блок-секция 2А, 2Б, 2В;3 недели назад;2020-11-30 09:56:56.572898;78.9;3; 12;16 эт.;35918;Поселок Остров
1-к квартира, 44.9 м², 7/14 эт.;3198000;с. Дядьково, блок-секция 3А;2 недели назад;2020-11-30 09:56:56.572898;44.9;1; 7;14 эт.;71224;село Дядьково
2-к квартира, 65 м², 25/25 эт.;2950000;ул. Быстрецкая, стр. 1;2 недели назад;2020-11-30 09:56:56.572898;65.0;2; 25;25 эт.;45384;Быстрецкая улица
1-к квартира, 49.3 м², 1/4 эт.;3690000;ул. Пролетарская/Чапаева/Полевая, жилой дом;2 недели назад;2020-11-30 09:56:56.572898;49.3;1; 1;4 эт.;74847;Улица Чапаева
3-к квартира, 92.6 м², 1/18 эт.;1903830;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:56:56.572898;92.6;3; 1;18 эт.;20559;село Дядьково
2-к квартира, 61.8 м², 15/19 эт.;3297520;ул. Мервинская, д. 6;3 недели назад;2020-11-30 09:56:56.572898;61.8;2; 15;19 эт.;53357;Мервинская улица
3-к квартира, 88 м², 9/20 эт.;4497300;район Кальное, жилой комплекс Еврокласс;31 октября 15:34;2020-11-30 09:56:56.572898;88.0;3; 9;20 эт.;51105;Unknown
3-к квартира, 91.8 м², 13/23 эт.;3500000;ул. Горького, д. 35;3 недели назад;2020-11-30 09:56:56.572898;91.8;3; 13;23 эт.;38126;Улица Горького
3-к квартира, 84.5 м², 14/18 эт.;2716000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 недели назад;2020-11-30 09:56:56.572898;84.5;3; 14;18 эт.;32142;село Дядьково
2-к квартира, 67 м², 23/23 эт.;3796870;Михайловское ш., стр. 1;2 недели назад;2020-11-30 09:56:56.572898;67.0;2; 23;23 эт.;56669;Михайловское шоссе
3-к квартира, 74 м², 17/25 эт.;4167000;ул. Новоселов, д. 45а;1 неделю назад;2020-11-30 09:56:56.572898;74.0;3; 17;25 эт.;56310;Улица Новоселов
1-к квартира, 37.5 м², 1/25 эт.;2960000;ул. Интернациональная, д. 19А;2 недели назад;2020-11-30 09:56:56.572898;37.5;1; 1;25 эт.;78933;Интернациональная улица
2-к квартира, 51.6 м², 6/17 эт.;4400000;ул. Мервинская, д. 196;3 недели назад;2020-11-30 09:56:56.572898;51.6;2; 6;17 эт.;85271;Мервинская улица
3-к квартира, 79 м², 1/10 эт.;4773600;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:56.572898;79.0;3; 1;10 эт.;60425;Московское шоссе
1-к квартира, 43.4 м², 9/27 эт.;4560000;ш. Московское, стр. 1;31 октября 13:39;2020-11-30 09:56:56.572898;43.4;1; 9;27 эт.;105069;Московское шоссе
1-к квартира, 32.1 м², 6/22 эт.;4708800;ул. Пугачева, д. 10;2 недели назад;2020-11-30 09:56:56.572898;32.1;1; 6;22 эт.;146691;Улица Пугачева
1-к квартира, 44.7 м², 18/25 эт.;4190000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:56:56.572898;44.7;1; 18;25 эт.;93736;Быстрецкая улица
1-к квартира, 47.3 м², 3/3 эт.;2013200;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:56.572898;47.3;1; 3;3 эт.;42562;Московское шоссе
2-к квартира, 77 м², 6/10 эт.;2888480;Касимовское ш., жилой дом;2 ноября 09:10;2020-11-30 09:56:56.572898;77.0;2; 6;10 эт.;37512;Касимовское шоссе
1-к квартира, 35 м², 2/24 эт.;3703585;Советский район, район Солотча, 10Б;3 недели назад;2020-11-30 09:56:56.572898;35.0;1; 2;24 эт.;105816;Поселок Солотча
1-к квартира, 45 м², 17/23 эт.;2475000;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:03.607396;45.0;1; 17;23 эт.;55000;Улица Чернышевского
1-к квартира, 50.6 м², 13/25 эт.;3152500;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:57:03.607396;50.6;1; 13;25 эт.;62302;село Дядьково
Квартира-студия, 26.3 м², 16/24 эт.;1595000;ш. Московское, стр. 3;2 недели назад;2020-11-30 09:57:03.607396;26.3;1; 16;24 эт.;60646;Московское шоссе
2-к квартира, 51.6 м², 6/17 эт.;3017430;ул. Зубковой, д. 8В, корп. 1;1 неделю назад;2020-11-30 09:57:03.607396;51.6;2; 6;17 эт.;58477;Улица Зубковой
2-к квартира, 59.6 м², 1/25 эт.;3334133;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396;59.6;2; 1;25 эт.;55941;Московское шоссе
1-к квартира, 42 м², 8/12 эт.;1953930;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:57:03.607396;42.0;1; 8;12 эт.;46522;Шереметьевская улица
2-к квартира, 64.4 м², 3/27 эт.;2961847;с. Дядьково, 2-й Бульварный пр-д, д. 3;2 ноября 11:48;2020-11-30 09:57:03.607396;64.4;2; 3;27 эт.;45991;село Дядьково
3-к квартира, 80.5 м², 9/10 эт.;3550000;пр-д Окский, стр. 1;3 дня назад;2020-11-30 09:57:03.607396;80.5;3; 9;10 эт.;44099;Окский проезд
1-к квартира, 46 м², 6/25 эт.;4034700;Касимовское ш., жилой дом;3 дня назад;2020-11-30 09:57:03.607396;46.0;1; 6;25 эт.;87710;Касимовское шоссе
3-к квартира, 136 м², 18/23 эт.;2190200;Московское ш., 1 оч.;6 дней назад;2020-11-30 09:57:03.607396;136.0;3; 18;23 эт.;16104;Московское шоссе
2-к квартира, 80 м², 3/9 эт.;4050000;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:03.607396;80.0;2; 3;9 эт.;50625;Поселок Солотча
1-к квартира, 41 м², 14/20 эт.;2490000;Рязань, Советский район, район Солотча;2 ноября 09:10;2020-11-30 09:57:03.607396;41.0;1; 14;20 эт.;60731;Поселок Солотча
2-к квартира, 67.3 м², 10/14 эт.;8104925;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:03.607396;67.3;2; 10;14 эт.;120429;Поселок Солотча
3-к квартира, 74.7 м², 1/10 эт.;2326000;ул. Чапаева, д. 56;5 дней назад;2020-11-30 09:57:03.607396;74.7;3; 1;10 эт.;31137;Улица Чапаева
3-к квартира, 81.9 м², 7/10 эт.;2629000;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:57:03.607396;81.9;3; 7;10 эт.;32100;Быстрецкая улица
1-к квартира, 44.9 м², 21/25 эт.;2641000;ул. Пугачева, д. 10;4 дня назад;2020-11-30 09:57:03.607396;44.9;1; 21;25 эт.;58819;Улица Пугачева
3-к квартира, 85 м², 8/22 эт.;6150000;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:03.607396;85.0;3; 8;22 эт.;72352;Окский проезд
3-к квартира, 106 м², 3/14 эт.;2240028;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396;106.0;3; 3;14 эт.;21132;Московское шоссе
3-к квартира, 79 м², 15/20 эт.;5250000;ул. Олимпийский городок, д. 4;3 недели назад;2020-11-30 09:57:03.607396;79.0;3; 15;20 эт.;66455;микрорайон Олимпийский городок
2-к квартира, 59.1 м², 3/16 эт.;3508000;ул. Зубковой, стр. 5;1 ноября 15:19;2020-11-30 09:57:03.607396;59.1;2; 3;16 эт.;59357;Улица Зубковой
1-к квартира, 28 м², 9/26 эт.;3769320;ул. Бугровка, жилой дом;3 недели назад;2020-11-30 09:57:03.607396;28.0;1; 9;26 эт.;134618;Улица Бугровка
2-к квартира, 56 м², 23/27 эт.;2416400;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:57:03.607396;56.0;2; 23;27 эт.;43150;Улица Зубковой
3-к квартира, 77.3 м², 10/10 эт.;5057800;ул. Птицеводов, стр. 2;1 неделю назад;2020-11-30 09:57:03.607396;77.3;3; 10;10 эт.;65430;Улица Птицеводов
2-к квартира, 65.4 м², 20/32 эт.;8190000;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:03.607396;65.4;2; 20;32 эт.;125229;Солотчинское шоссе
1-к квартира, 37.3 м², 17/26 эт.;3600000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:03.607396;37.3;1; 17;26 эт.;96514;Московское шоссе
2-к квартира, 59 м², 11/25 эт.;3654000;ул. Зубковой, стр. 4;2 ноября 12:01;2020-11-30 09:57:03.607396;59.0;2; 11;25 эт.;61932;Улица Зубковой
1-к квартира, 41.4 м², 9/17 эт.;1513000;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396;41.4;1; 9;17 эт.;36545;Московское шоссе
3-к квартира, 88 м², 14/23 эт.;2300000;Михайловское ш., стр. 1;2 ноября 09:10;2020-11-30 09:57:03.607396;88.0;3; 14;23 эт.;26136;Михайловское шоссе
2-к квартира, 57.3 м², 1/19 эт.;3290000;ул. Зубковой, д. 8В, корп. 1;1 ноября 12:41;2020-11-30 09:57:03.607396;57.3;2; 1;19 эт.;57417;Улица Зубковой
2-к квартира, 68.7 м², 1/12 эт.;4184000;ш. Касимовское, стр. 80;3 недели назад;2020-11-30 09:57:03.607396;68.7;2; 1;12 эт.;60902;Касимовское шоссе
1-к квартира, 43.6 м², 5/27 эт.;2339400;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:03.607396;43.6;1; 5;27 эт.;53655;Окский проезд
3-к квартира, 76.8 м², 2/24 эт.;3200000;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:57:03.607396;76.8;3; 2;24 эт.;41666;Касимовское шоссе
1-к квартира, 44.8 м², 22/27 эт.;2091205;ул. Маяковского, ЖК «Наследие современности»;2 ноября 09:10;2020-11-30 09:57:03.607396;44.8;1; 22;27 эт.;46678;Улица Маяковского
1-к квартира, 40 м², 9/9 эт.;5708325;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:57:03.607396;40.0;1; 9;9 эт.;142708;Быстрецкая улица
3-к квартира, 90 м², 4/10 эт.;2515500;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:03.607396;90.0;3; 4;10 эт.;27950;Улица Зубковой
1-к квартира, 44 м², 12/26 эт.;3229840;жилой комплекс Северный;3 недели назад;2020-11-30 09:57:03.607396;44.0;1; 12;26 эт.;73405;Северный переулок
1-к квартира, 47.9 м², 9/9 эт.;2009000;ул. Семчинская, д. 3, корп. 2;2 недели назад;2020-11-30 09:57:03.607396;47.9;1; 9;9 эт.;41941;Семчинская улица
2-к квартира, 75 м², 14/27 эт.;4803750;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 недели назад;2020-11-30 09:57:03.607396;75.0;2; 14;27 эт.;64050;Улица Чапаева
2-к квартира, 58.8 м², 15/17 эт.;2058077;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:03.607396;58.8;2; 15;17 эт.;35001;Солотчинское шоссе
2-к квартира, 60 м², 7/17 эт.;2170000;ш. Московское, стр. 1;2 ноября 12:00;2020-11-30 09:57:03.607396;60.0;2; 7;17 эт.;36166;Московское шоссе
1-к квартира, 36 м², 9/16 эт.;4562460;ул. Совхозная, стр. 1;3 недели назад;2020-11-30 09:57:03.607396;36.0;1; 9;16 эт.;126735;Совхозная улица
1-к квартира, 46 м², 12/25 эт.;2441971;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:03.607396;46.0;1; 12;25 эт.;53086;Улица Чернышевского
1-к квартира, 42 м², 13/20 эт.;3839200;Московское ш., жилые дома;3 недели назад;2020-11-30 09:57:03.607396;42.0;1; 13;20 эт.;91409;Московское шоссе
3-к квартира, 141.7 м², 9/9 эт.;3978047;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:57:03.607396;141.7;3; 9;9 эт.;28073;Кальная улица
1-к квартира, 42.3 м², 16/25 эт.;2290000;ул. Гоголя, д. 49;2 недели назад;2020-11-30 09:57:10.401251;42.3;1; 16;25 эт.;54137;Улица Гоголя
3-к квартира, 87.1 м², 17/26 эт.;4003987;ул. Княжье Поле, стр. 8;3 недели назад;2020-11-30 09:57:10.401251;87.1;3; 17;26 эт.;45970;Улица Княжье Поле
1-к квартира, 38 м², 9/16 эт.;1766940;ул. Пугачева, д. 10;2 недели назад;2020-11-30 09:57:10.401251;38.0;1; 9;16 эт.;46498;Улица Пугачева
Квартира-студия, 26.8 м², 8/10 эт.;1500000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:57:10.401251;26.8;1; 8;10 эт.;55970;Кальная улица
1-к квартира, 43.6 м², 1/23 эт.;2310800;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:57:10.401251;43.6;1; 1;23 эт.;53000;Улица Зубковой
2-к квартира, 55 м², 20/25 эт.;2500000;Рязанская область, Рязанский район, Заборьевское сельское поселение, село Заборье, Луговая улица, 39;31 октября 16:24;2020-11-30 09:57:10.401251;55.0;2; 20;25 эт.;45454;Рязанская ( Заборье)
1-к квартира, 49 м², 1/3 эт.;1996000;с. Дядьково, блок-секция 4А;1 ноября 07:51;2020-11-30 09:57:10.401251;49.0;1; 1;3 эт.;40734;село Дядьково
2-к квартира, 64 м², 25/26 эт.;2626750;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:57:10.401251;64.0;2; 25;26 эт.;41042;Улица Чапаева
1-к квартира, 32 м², 7/17 эт.;5200000;Солотчинское ш., стр. 3;4 дня назад;2020-11-30 09:57:10.401251;32.0;1; 7;17 эт.;162500;Солотчинское шоссе
3-к квартира, 89.1 м², 12/32 эт.;4150000;ул. Зубковой, стр. 4;3 дня назад;2020-11-30 09:57:10.401251;89.1;3; 12;32 эт.;46576;Улица Зубковой
1-к квартира, 149.9 м², 3/3 эт.;3711026;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:10.401251;149.9;1; 3;3 эт.;24756;Солотчинское шоссе
Квартира-студия, 21.1 м², 16/25 эт.;1808565;Московское ш., 1 оч.;2 ноября 09:10;2020-11-30 09:57:10.401251;21.1;1; 16;25 эт.;85713;Московское шоссе
1-к квартира, 45.5 м², 10/25 эт.;5579000;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:57:10.401251;45.5;1; 10;25 эт.;122615;Шереметьевская улица
1-к квартира, 36 м², 19/20 эт.;3550000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:57:10.401251;36.0;1; 19;20 эт.;98611;село Дядьково
1-к квартира, 43 м², 27/27 эт.;4034700;Рязань, Советский район, район Солотча;3 дня назад;2020-11-30 09:57:10.401251;43.0;1; 27;27 эт.;93830;Поселок Солотча
1-к квартира, 36.5 м², 2/26 эт.;2190200;ул. Зубковой, стр. 4;6 дней назад;2020-11-30 09:57:10.401251;36.5;1; 2;26 эт.;60005;Улица Зубковой
2-к квартира, 65.8 м², 5/17 эт.;5771000;ул. Быстрецкая, стр. 1;1 неделю назад;2020-11-30 09:57:10.401251;65.8;2; 5;17 эт.;87705;Быстрецкая улица
1-к квартира, 37.3 м², 17/26 эт.;1300000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:57:10.401251;37.3;1; 17;26 эт.;34852;Семчинская улица
1-к квартира, 38.1 м², 11/18 эт.;2570000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:57:10.401251;38.1;1; 11;18 эт.;67454;Кальная улица
1-к квартира, 36.3 м², 19/20 эт.;1633050;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:10.401251;36.3;1; 19;20 эт.;44987;Московское шоссе
3-к квартира, 106 м², 3/18 эт.;2414000;ул. Зубковой, стр. 5;2 ноября 09:47;2020-11-30 09:57:10.401251;106.0;3; 3;18 эт.;22773;Улица Зубковой
3-к квартира, 79.4 м², 21/25 эт.;2325250;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:57:10.401251;79.4;3; 21;25 эт.;29285;Солотчинское шоссе
3-к квартира, 122 м², 4/13 эт.;3979000;ул. Семчинская, д. 3, корп. 2;2 ноября 10:46;2020-11-30 09:57:10.401251;122.0;3; 4;13 эт.;32614;Семчинская улица
2-к квартира, 70.7 м², 14/26 эт.;2441200;ул. Мервинская, д. 196;3 недели назад;2020-11-30 09:57:10.401251;70.7;2; 14;26 эт.;34528;Мервинская улица
2-к квартира, 65.7 м², 11/27 эт.;2200600;пер. Парковый, стр. 1;3 недели назад;2020-11-30 09:57:10.401251;65.7;2; 11;27 эт.;33494;Парковый проезд
3-к квартира, 110 м², 3/12 эт.;1633000;ул. Маяковского, ЖК «Наследие современности»;3 недели назад;2020-11-30 09:57:10.401251;110.0;3; 3;12 эт.;14845;Улица Маяковского
2-к квартира, 82 м², 6/10 эт.;4690000;ш. Касимовское, д. 49;2 недели назад;2020-11-30 09:57:10.401251;82.0;2; 6;10 эт.;57195;Касимовское шоссе
2-к квартира, 67.9 м², 14/25 эт.;4210320;ул. Кальная, д. 79;2 ноября 11:55;2020-11-30 09:57:10.401251;67.9;2; 14;25 эт.;62007;Кальная улица
1-к квартира, 40.3 м², 8/18 эт.;8990000;ул. Полетаева, д. 25, корп. 2;31 октября 19:45;2020-11-30 09:57:10.401251;40.3;1; 8;18 эт.;223076;Улица Полетаева
2-к квартира, 59 м², 16/25 эт.;3672200;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:10.401251;59.0;2; 16;25 эт.;62240;Окский проезд
3-к квартира, 82 м², 4/10 эт.;3350000;ул. Полевая, д. 73, секц. 2;2 ноября 09:57;2020-11-30 09:57:10.401251;82.0;3; 4;10 эт.;40853;Полевая улица
3-к квартира, 103.5 м², 20/20 эт.;6420400;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 недели назад;2020-11-30 09:57:10.401251;103.5;3; 20;20 эт.;62032;село Дядьково
3-к квартира, 71.2 м², 4/16 эт.;4172820;ул. Зубковой, стр. 4;3 недели назад;2020-11-30 09:57:10.401251;71.2;3; 4;16 эт.;58607;Улица Зубковой
